Epoch	TrainStd
1	0.668149297632982
2	0.9261930627591165
3	1.096613750738256
4	1.0840059950223664
5	1.0522297235096203
6	1.0307109200436135
7	0.9886930394355599
8	0.9565862862350386
9	0.9212005201660459
10	0.9087293654146706
11	0.88545573847678
12	0.8735827084849862
13	0.8489266642371712
14	0.8326714521326373
15	0.826997124935355
16	0.799441824331308
17	0.7866745524089355
18	0.7749957606158293
19	0.7619910538577668
20	0.757402896042675
21	0.7593604376934984
22	0.7458358859009755
23	0.7317775142619677
24	0.7324167948854549
25	0.7201059323823665
26	0.7221360335417111
27	0.7129976235692154
28	0.705822229385376
29	0.6962585905400078
30	0.5212904455716653
31	0.4582509814197069
32	0.44990634615235314
33	0.4714655224281504
34	0.4646378377895526
35	0.46102907405713633
36	0.4779364570708531
37	0.4778963720325924
38	0.4825351943102334
39	0.48639940274188587
40	0.4899750125244298
41	0.4737191473317268
42	0.48722119800879826
43	0.47735994937055554
44	0.4941949134935503
45	0.4740686343644586
46	0.4754936073899574
47	0.4749439397012181
48	0.46333343616646266
49	0.4835874721827105
50	0.46945054977751144
51	0.47647843578511184
52	0.4510916528456351
53	0.46672677708899274
54	0.46589525933841913
55	0.45166954388627617
56	0.4564062567508739
57	0.4705226017576654
58	0.44506223572184667
59	0.4349658531720376
60	0.23599500852682248
61	0.1747610798805876
62	0.1802146032790813
63	0.19330462388327474
64	0.17155955030280343
65	0.21252755116661795
66	0.21402275531917161
67	0.21021758877884245
68	0.23796823499081157
69	0.23395271821523947
70	0.23149762511053276
71	0.2402238682033899
72	0.24571321500927362
73	0.2750827986080095
74	0.26694320445842185
75	0.2749617124605171
76	0.2721506956788471
77	0.27390993810961467
78	0.28032831183832396
79	0.2740214901554691
80	0.2738020417478193
81	0.3054407014823554
82	0.2613220560242948
83	0.2957070470547013
84	0.28301640780514004
85	0.28811187620567696
86	0.3103462507105087
87	0.28703911454819353
88	0.2866731795275112
89	0.3028464838528953
90	0.1313697309173701
91	0.06555004004309253
92	0.04653199236078397
93	0.05528757256968423
94	0.0656221436963076
95	0.04686115298728647
96	0.05057154043199187
97	0.07133938615654578
98	0.06534496502851939
99	0.06795466225236997
100	0.09854601073996438
101	0.09945002107766679
102	0.11428808979600753
103	0.07888634111973412
104	0.1506059365031426
105	0.11076003896481003
106	0.12429621922420314
107	0.11696783256034612
108	0.1418278989932307
109	0.12815807634860973
110	0.12202164139259188
111	0.12146182982352279
112	0.11958415367875172
113	0.14169011620805858
114	0.13148257990940557
115	0.18877143865448834
116	0.16330107064415103
117	0.1377713151122479
118	0.15077846186459445
119	0.178335131252306
120	0.06163255766967831
121	0.028250940557470416
122	0.012639938472279483
123	0.012447732162576698
124	0.010072887558570427
125	0.004898466658346769
126	0.004320857401215531
127	0.0031264743625062526
128	0.0026822580989120325
129	0.0019158420934225135
130	0.0013412485757242421
131	0.0015710994545126197
132	0.0012033082455631268
133	0.0008672397977331906
134	0.0009890630149908956
135	0.0009904608660874189
136	0.0008746037538677854
137	0.0009948343798980269
138	0.0009961852823849172
139	0.0008124918280177705
140	0.0007664703062403223
141	0.0007315879345492191
142	0.0006566502009768543
143	0.0007488321902378059
144	0.0007409597323496429
145	0.0006633666629814888
146	0.000717390724450357
147	0.0007230896098405847
148	0.0006855304900850372
149	0.0009559337169561974
150	0.0007926193380426458
151	0.0007032521972385095
152	0.0007137284387716466
153	0.0007436256412841866
154	0.0006032133408476148
155	0.0006341210792294901
156	0.0007071392344566339
157	0.000656519418858025
158	0.0006001832272486447
159	0.0010800157683184537
160	0.0007679819385759303
161	0.0006546749245992307
162	0.0006202347795455181
163	0.0006262468286272486
164	0.0006533044385467715
165	0.0006316217492692425
166	0.0006240036797008889
167	0.0006067770975552585
168	0.0006343214547849925
169	0.0005700524873383071
170	0.0005847711477528714
171	0.0005951973486363011
172	0.0005875974567175326
173	0.0005968728641201706
174	0.0006170398674418797
175	0.0006815205220459981
176	0.00058572380648702
177	0.0005860508705698945
178	0.0005795949064192179
179	0.0005849467499939072
180	0.0005897083689290149
181	0.0005698880431411402
182	0.0005737666658538482
183	0.0005928504594784502
184	0.0005611358770562927
185	0.0005911739185869889
186	0.0005614002477666458
187	0.000567819200479366
188	0.0005621815975585743
189	0.0005667296280596725
190	0.0005722542014166527
191	0.0005826996019704962
192	0.0005822783689457647
193	0.0005691851339409547
194	0.0005423060580826057
195	0.0005695522276629858
196	0.0005409466264986188
197	0.0005430510769526134
198	0.0005663619752984632
199	0.0005607016441469436
200	0.0005646352438837328
201	0.0005442061383128904
202	0.0005683710929551198
203	0.0005682671396925217
204	0.0005718119068951358
205	0.0005617205925864022
206	0.0005737569025608108
207	0.0005592074227871259
208	0.0006655362155035381
209	0.0005773327048675007
210	0.0005769295222468345
211	0.0005569283301463288
212	0.0005623303068554044
213	0.0005940867456472943
214	0.0005508897127285885
215	0.0005515731304012777
216	0.0005684172007171294
217	0.0005564928781884291
218	0.000564062510943993
219	0.0005871830692337921
220	0.0005719785618296851
221	0.0005570461685784743
222	0.000561125782046579
223	0.0005569479820798473
224	0.0005768307799097064
225	0.0005540358052780147
226	0.0006033580248465028
227	0.0005689972409885615
228	0.0005275125843365593
229	0.0005433198826847827
230	0.0005721617598727326
231	0.0005477052772595711
232	0.0005539451820908062
233	0.0005785338110555454
234	0.0005694821993436288
235	0.0007273553820524027
236	0.0005434359627170845
237	0.0005719643429709512
238	0.0005854167952782848
239	0.0005625150180371154
240	0.000576231260243577
241	0.000543208030188549
242	0.0005544984499272435
243	0.000540927474205668
244	0.0006193821042668327
245	0.0005674660764843026
246	0.0005635413606731517
247	0.0005664343350877166
248	0.0005594598868673624
249	0.0005497326736848758
250	0.0005427631490734046
251	0.0006844789638896199
252	0.0005310230084609769
253	0.0005581809675691368
254	0.0005867985082263856
255	0.0005870584843699913
256	0.000539010118879497
257	0.0005587551864045684
258	0.0005716342729685443
259	0.0005364340256311266
260	0.0005489863899519758
261	0.0005313005703894417
262	0.0005541276058677556
263	0.0007247061127304907
264	0.000543226916974177
265	0.0005359304661694628
266	0.0005656375489144079
267	0.0005446482987409276
268	0.0005435203566052772
269	0.0005434640047043357
270	0.0005393797039936233
271	0.0005580859450513826
272	0.0005701052982483983
273	0.0005598676688236701
274	0.0005445017132421603
275	0.0005700128171426217
276	0.0005374539071051499
277	0.000560452726305179
278	0.0005516791179546338
279	0.0005740109572658683
280	0.0005931917568603221
281	0.0005465983003398756
282	0.0005453911502315612
283	0.0005350240177306397
284	0.0005375716208597607
285	0.0005327403395245557
286	0.0005604609944354481
287	0.000561935213797004
288	0.000556968726709609
289	0.0005567166587317605
290	0.0005936697625633701
291	0.0005418086988161273
292	0.0005655542192513199
293	0.0005678772131595023
294	0.0005487609121566186
295	0.0005642249007531278
296	0.0006056632892743153
297	0.0006256817242034171
298	0.0005637670947459724
299	0.0005535748891804553
300	0.0005528240435523912
